herb_id,herb_name_sinhala,herb_name_english,herb_name_latin,family,synonyms,treatment_for,parts_used_in_treatment,description,dosage,contraindications,compounds,native_distribution,conservation_status,edible_parts,medical_properties,source,source_type
SLH-1110,Nakahira,river bitterleaf,Tropicophyton zeylanica subsp. lankana,Zingiberaceae,,cold and flu; kidney health; inflammation; hypertension,whole plant; flowers; fruits,"river bitterleaf (Tropicophyton zeylanica subsp. lankana), known in Sinhala as Nakahira, is a medicinal plant of the family Zingiberaceae recorded in Sri Lankan traditional medicine. It is traditionally used for cold and flu, kidney health, inflammation, hypertension. The whole plant are the most commonly used part, usually prepared as a capsule. Reported properties include galactagogue, hypotensive activity.",Standardised extract capsule: 500 mg twice daily. ,Use with caution in chronic kidney disease; Use with caution while breastfeeding; Avoid immediately before surgery,essential oils; polysaccharides; flavonoids; gallic acid; rutin,Knuckles range,Data Deficient,seeds (after processing),galactagogue; hypotensive; hepatoprotective,Sri Lanka Herbal Knowledge Survey Records ,field_survey
SLH-1111,Runiliya,village tonic-vine,Vireophyllum sylvestris subsp. lankana,Melastomataceae,,menstrual disorders; urinary stones; skin diseases,tubers,"village tonic-vine (Vireophyllum sylvestris subsp. lankana), known in Sinhala as Runiliya, is a medicinal plant of the family Melastomataceae recorded in Sri Lankan traditional medicine. It is traditionally used for menstrual disorders, urinary stones, skin diseases. The tubers are the most commonly used part, usually prepared as a oil preparation. Reported properties include antioxidant, antifungal activity.",Oil preparation of tubers for external application. ,May cause gastric irritation in high doses; Use with caution while breastfeeding; Avoid with anticoagulant medication,lignans; terpenoids; sterols; ursolic acid,Island-wide,Least Concern,seeds (after processing),antioxidant; antifungal,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-1112,Hasigoda,forest pepperbush,Serendiba fragrans subsp. lankana,Lamiaceae,Hasigoda kola; forest pepperbush,menstrual disorders; urinary stones,bark; gum,"forest pepperbush (Serendiba fragrans subsp. lankana), known in Sinhala as Hasigoda, is a medicinal plant of the family Lamiaceae recorded in Sri Lankan traditional medicine. It is traditionally used for menstrual disorders, urinary stones. The bark are the most commonly used part, usually prepared as a cold infusion. Reported properties include antispasmodic, anti-inflammatory activity.",Cold infusion of bark soaked overnight: 100 ml in the morning. ,Prolonged high-dose use may cause loose stools; May cause allergic skin reaction in sensitive individuals; May cause gastric irritation in high doses,essential oils; coumarins; tannins; stigmasterol; lupeol,Intermediate zone,Data Deficient,seeds (after processing),antispasmodic; anti-inflammatory; antidiabetic,Medicinal Plants Reference Database ,database
SLH-1113,Gowigaha,wild ginger-lily,Lankandra aromatica,Annonaceae,,gastritis; sore throat,bark; fruits; tender shoots,"wild ginger-lily (Lankandra aromatica), known in Sinhala as Gowigaha, is a medicinal plant of the family Annonaceae recorded in Sri Lankan traditional medicine. It is traditionally used for gastritis, sore throat. The bark are the most commonly used part, usually prepared as a paste. Reported properties include antidiabetic, laxative activity.",External use only: apply paste of bark to the affected area 1-2 times daily. ,Not recommended for children under 5 years,glycosides; anthraquinones; vanillic acid; quercetin,Coastal areas,Common (cultivated),seeds (after processing),antidiabetic; laxative,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-1114,Mahimala,wild sorrel,Viridilanka spinosa var. minor,Fabaceae,,eczema; oedema; indigestion,latex; bark,"wild sorrel (Viridilanka spinosa var. minor), known in Sinhala as Mahimala, is a medicinal plant of the family Fabaceae recorded in Sri Lankan traditional medicine. It is traditionally used for eczema, oedema, indigestion. The latex are the most commonly used part, usually prepared as a powder. Reported properties include antipyretic, antifungal activity.","Dried latex powder: 3-5 g with warm water, once daily. ",Use with caution in chronic kidney disease; Avoid immediately before surgery; May interact with antihypertensive medication,essential oils; alkaloids; chlorogenic acid,Coastal areas,Least Concern,none recorded,antipyretic; antifungal,Ethnobotanical Research Archive ,research_paper
SLH-1115,Gataweli,dry-zone stoneroot,Xanthozeylania rotundifolia subsp. lankana,Moraceae,,menstrual disorders; high cholesterol,roots,"dry-zone stoneroot (Xanthozeylania rotundifolia subsp. lankana), known in Sinhala as Gataweli, is a medicinal plant of the family Moraceae recorded in Sri Lankan traditional medicine. It is traditionally used for menstrual disorders, high cholesterol. The roots are the most commonly used part, usually prepared as a capsule. Reported properties include antipyretic, hepatoprotective activity.",Standardised extract capsule: 250 mg twice daily. ,May cause allergic skin reaction in sensitive individuals,essential oils; lignans; polysaccharides; ursolic acid,Intermediate zone,Common (cultivated),none recorded,antipyretic; hepatoprotective; antibacterial; antidiabetic,Traditional Ayurveda Compendium of Sri Lanka ,traditional_text
SLH-1116,Piwaaru,monsoon ginger-lily,Monsoonia amara var. littoralis,Verbenaceae,,arthritis; flatulence; lactation support,bark; seeds,"monsoon ginger-lily (Monsoonia amara var. littoralis), known in Sinhala as Piwaaru, is a medicinal plant of the family Verbenaceae recorded in Sri Lankan traditional medicine. It is traditionally used for arthritis, flatulence, lactation support. The bark are the most commonly used part, usually prepared as a powder. Reported properties include carminative, anthelmintic activity.","Dried bark powder: 2-3 g with warm water, once daily. ",Use with caution in liver disease,anthraquinones; iridoids; vanillic acid; luteolin,Island-wide,Least Concern,fruits,carminative; anthelmintic; hypotensive; antipyretic,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-1117,Kiwaaru,dry-zone bitterleaf,Petalodendron pallida var. major,Zingiberaceae,,constipation; diarrhoea,fruits; stem,"dry-zone bitterleaf (Petalodendron pallida var. major), known in Sinhala as Kiwaaru, is a medicinal plant of the family Zingiberaceae recorded in Sri Lankan traditional medicine. It is traditionally used for constipation, diarrhoea. The fruits are the most commonly used part, usually prepared as a cold infusion. Reported properties include anthelmintic, analgesic activity.",Cold infusion of fruits soaked overnight: 100 ml in the morning. ,Avoid during pregnancy unless advised by a qualified practitioner; Not recommended for children under 5 years; May enhance the effect of antidiabetic medication; monitor blood sugar,sterols; phenolic acids; lignans; lupeol; chlorogenic acid,Dry zone,Least Concern,leaves (as mallum),anthelmintic; analgesic; wound-healing; anti-inflammatory,Community Ayurveda Practitioner Interviews ,expert_interview
SLH-1118,Kesamula,village spurge,Zeylandra amara,Solanaceae,Kesamula kola; village spurge,jaundice; skin diseases; anaemia; sinusitis,tender shoots; gum,"village spurge (Zeylandra amara), known in Sinhala as Kesamula, is a medicinal plant of the family Solanaceae recorded in Sri Lankan traditional medicine. It is traditionally used for jaundice, skin diseases, anaemia, sinusitis. The tender shoots are the most commonly used part, usually prepared as a fresh juice. Reported properties include antipyretic, antifungal activity.",Fresh juice of tender shoots: 10-15 ml daily on an empty stomach. ,May interact with antihypertensive medication; Avoid during pregnancy unless advised by a qualified practitioner,sterols; terpenoids; gallic acid,Coastal areas,Vulnerable,none recorded,antipyretic; antifungal; demulcent,Ethnobotanical Research Archive ,research_paper
SLH-1119,Pinahira,coastal betony,Insularia glabra var. minor,Moraceae,,gastritis; bronchitis; skin diseases,whole plant; roots; gum,"coastal betony (Insularia glabra var. minor), known in Sinhala as Pinahira, is a medicinal plant of the family Moraceae recorded in Sri Lankan traditional medicine. It is traditionally used for gastritis, bronchitis, skin diseases. The whole plant are the most commonly used part, usually prepared as a oil preparation. Reported properties include hepatoprotective, diuretic activity.",Oil preparation of whole plant for external application. ,Avoid during pregnancy unless advised by a qualified practitioner,tannins; essential oils; phenolic acids; quercetin; kaempferol,Coastal areas,Vulnerable,young leaves,hepatoprotective; diuretic,Ethnobotanical Research Archive ,research_paper
SLH-1120,Dalaaru,sacred figwort,Viridilanka angustifolia,Verbenaceae,,asthma; oral health; immunity support,roots,"sacred figwort (Viridilanka angustifolia), known in Sinhala as Dalaaru, is a medicinal plant of the family Verbenaceae recorded in Sri Lankan traditional medicine. It is traditionally used for asthma, oral health, immunity support. The roots are the most commonly used part, usually prepared as a oil preparation. Reported properties include antitussive, antipyretic activity.",Oil preparation of roots for external application. ,Avoid with anticoagulant medication,saponins; sterols; phenolic acids; ursolic acid,Central highlands,Near Threatened,leaves (as mallum),antitussive; antipyretic; wound-healing; galactagogue,Indigenous Medicine Field Notes Vol. II ,traditional_text
SLH-1121,Koniriya,wet-zone healwort,Pseudomedix dulcis subsp. lankana,Rutaceae,Koniriya kola; wet-zone healwort,cold and flu; arthritis; fever; flatulence,stem; latex,"wet-zone healwort (Pseudomedix dulcis subsp. lankana), known in Sinhala as Koniriya, is a medicinal plant of the family Rutaceae recorded in Sri Lankan traditional medicine. It is traditionally used for cold and flu, arthritis, fever, flatulence. The stem are the most commonly used part, usually prepared as a herbal tea. Reported properties include anthelmintic, antidiabetic activity.","Herbal tea: steep 2 tsp of dried stem in hot water, drink twice daily. ",Avoid during pregnancy unless advised by a qualified practitioner; May interact with antihypertensive medication,terpenoids; sterols; iridoids; gallic acid; quercetin,Wet zone lowlands,Least Concern,tender shoots,anthelmintic; antidiabetic; expectorant,Medicinal Plants Reference Database ,database
SLH-1122,Tinamala,dry-zone stoneroot,Pseudomedix sylvestris var. littoralis,Asteraceae,Tinamala kola; dry-zone stoneroot,oedema; gastritis; nausea; migraine,rhizome; bark,"dry-zone stoneroot (Pseudomedix sylvestris var. littoralis), known in Sinhala as Tinamala, is a medicinal plant of the family Asteraceae recorded in Sri Lankan traditional medicine. It is traditionally used for oedema, gastritis, nausea, migraine. The rhizome are the most commonly used part, usually prepared as a porridge (kola kanda). Reported properties include diuretic, immunomodulatory activity.","Herbal porridge (kola kanda) prepared with fresh rhizome, consumed as breakfast 2-3 times weekly. ",Use with caution in chronic kidney disease,anthraquinones; iridoids; saponins; beta-sitosterol,Sabaragamuwa region,Least Concern,none recorded,diuretic; immunomodulatory; antipyretic; antispasmodic,Ethnobotanical Research Archive ,research_paper
